utility,pcr_target,measure_date,viral_conc_raw_LP1,viral_conc_raw_LP2,viral_conc_raw_LP3,lab_phase
Utility2,sars-cov-2,2024-10-28,NA,NA,4681829,Lab Phase 3
Utility2,sars-cov-2,2024-10-31,NA,NA,1420182,Lab Phase 3
Utility2,sars-cov-2,2024-11-04,NA,NA,953564,Lab Phase 3
Utility2,sars-cov-2,2024-11-07,NA,NA,3329991,Lab Phase 3
Utility2,sars-cov-2,2024-11-12,NA,NA,1560112,Lab Phase 3
Utility2,sars-cov-2,2024-11-14,NA,NA,1817277,Lab Phase 3
Utility2,sars-cov-2,2024-11-18,NA,NA,5725433,Lab Phase 3
Utility2,sars-cov-2,2024-11-21,NA,NA,600,Lab Phase 3
Utility2,sars-cov-2,2024-11-25,NA,NA,2624579,Lab Phase 3
Utility2,sars-cov-2,2024-12-02,NA,NA,5324456,Lab Phase 3
Utility2,sars-cov-2,2024-12-05,NA,NA,5289956,Lab Phase 3
Utility2,sars-cov-2,2024-12-09,NA,NA,5150828,Lab Phase 3
Utility2,sars-cov-2,2024-12-12,NA,NA,5099394,Lab Phase 3
Utility2,sars-cov-2,2024-12-16,NA,NA,600,Lab Phase 3
Utility2,sars-cov-2,2024-12-19,NA,NA,2459538,Lab Phase 3
Utility2,sars-cov-2,2024-12-26,NA,NA,2609970,Lab Phase 3
Utility2,sars-cov-2,2024-12-30,NA,NA,6341380,Lab Phase 3
Utility2,sars-cov-2,2025-01-02,NA,NA,4339410,Lab Phase 3
Utility2,sars-cov-2,2025-01-06,NA,NA,1308533,Lab Phase 3
Utility2,sars-cov-2,2025-01-09,NA,NA,865567,Lab Phase 3
Utility2,sars-cov-2,2025-01-13,NA,NA,2753477,Lab Phase 3
Utility2,sars-cov-2,2025-01-16,NA,NA,2583514,Lab Phase 3
Utility2,sars-cov-2,2025-01-21,NA,NA,3259716,Lab Phase 3
Utility2,sars-cov-2,2025-01-23,NA,NA,529002,Lab Phase 3
Utility2,sars-cov-2,2025-01-27,NA,NA,527161,Lab Phase 3
Utility2,sars-cov-2,2025-01-30,NA,NA,5362757,Lab Phase 3
Utility2,sars-cov-2,2025-02-03,NA,NA,2848513,Lab Phase 3
Utility2,sars-cov-2,2025-02-06,NA,NA,3279679,Lab Phase 3
Utility2,sars-cov-2,2025-02-10,NA,NA,6420157,Lab Phase 3
Utility2,sars-cov-2,2025-02-13,NA,NA,3846521,Lab Phase 3
Utility2,sars-cov-2,2025-02-18,NA,NA,458919,Lab Phase 3
Utility2,sars-cov-2,2025-02-20,NA,NA,2737755,Lab Phase 3
Utility2,sars-cov-2,2025-02-24,NA,NA,3780682,Lab Phase 3
Utility2,sars-cov-2,2025-02-27,NA,NA,290686,Lab Phase 3
Utility2,sars-cov-2,2025-03-03,NA,NA,4754509,Lab Phase 3
Utility2,sars-cov-2,2025-03-06,NA,NA,2027867,Lab Phase 3
Utility2,sars-cov-2,2025-03-10,NA,NA,600,Lab Phase 3
Utility2,sars-cov-2,2025-03-13,NA,NA,5487316,Lab Phase 3
Utility2,sars-cov-2,2025-03-13,NA,NA,5487316,Lab Phase 3
Utility2,sars-cov-2,2025-03-13,NA,NA,5487316,Lab Phase 3
Utility2,sars-cov-2,2025-03-17,NA,NA,711871,Lab Phase 3
Utility2,sars-cov-2,2025-03-17,NA,NA,711871,Lab Phase 3
Utility2,sars-cov-2,2025-03-17,NA,NA,711871,Lab Phase 3
Utility2,sars-cov-2,2025-03-20,NA,NA,3037790,Lab Phase 3
Utility2,sars-cov-2,2025-03-24,NA,NA,3104035,Lab Phase 3
Utility2,sars-cov-2,2025-03-27,NA,NA,5059047,Lab Phase 3
Utility2,sars-cov-2,2025-03-31,NA,NA,3131331,Lab Phase 3
Utility2,sars-cov-2,2025-04-03,NA,NA,2409840,Lab Phase 3
Utility2,sars-cov-2,2025-04-07,NA,NA,1230133,Lab Phase 3
Utility2,sars-cov-2,2025-04-10,NA,NA,3232509,Lab Phase 3
Utility2,sars-cov-2,2025-04-14,NA,NA,1431919,Lab Phase 3
Utility2,sars-cov-2,2025-04-17,NA,NA,1922605,Lab Phase 3
Utility2,sars-cov-2,2025-04-21,NA,NA,2076670,Lab Phase 3
Utility2,sars-cov-2,2025-04-24,NA,NA,2536424,Lab Phase 3
Utility2,sars-cov-2,2025-04-28,NA,NA,4553763,Lab Phase 3
Utility2,sars-cov-2,2025-05-01,NA,NA,2379174,Lab Phase 3
Utility2,sars-cov-2,2025-05-05,NA,NA,5824123,Lab Phase 3
Utility2,sars-cov-2,2025-05-08,NA,NA,5146728,Lab Phase 3
Utility2,sars-cov-2,2025-05-08,NA,NA,5146728,Lab Phase 3
Utility2,sars-cov-2,2025-05-08,NA,NA,5146728,Lab Phase 3
Utility2,sars-cov-2,2025-05-12,NA,NA,2628588,Lab Phase 3
Utility2,sars-cov-2,2025-05-12,NA,NA,2628588,Lab Phase 3
Utility2,sars-cov-2,2025-05-12,NA,NA,2628588,Lab Phase 3
Utility2,sars-cov-2,2025-05-12,NA,NA,2628588,Lab Phase 3
Utility2,sars-cov-2,2025-05-12,NA,NA,2628588,Lab Phase 3
Utility2,sars-cov-2,2025-05-15,NA,NA,2513838,Lab Phase 3
Utility2,sars-cov-2,2025-05-19,NA,NA,5442016,Lab Phase 3
Utility2,sars-cov-2,2025-05-22,NA,NA,1062801,Lab Phase 3
Utility2,sars-cov-2,2025-05-27,NA,NA,1483348,Lab Phase 3
Utility2,sars-cov-2,2025-05-29,NA,NA,3412929,Lab Phase 3
Utility2,sars-cov-2,2025-06-02,NA,NA,3952660,Lab Phase 3
Utility2,sars-cov-2,2025-06-02,NA,NA,3952660,Lab Phase 3
Utility2,sars-cov-2,2025-06-02,NA,NA,3952660,Lab Phase 3
Utility2,sars-cov-2,2025-06-02,NA,NA,3952660,Lab Phase 3
Utility2,sars-cov-2,2025-06-05,NA,NA,1200191,Lab Phase 3
Utility2,sars-cov-2,2025-06-05,NA,NA,1200191,Lab Phase 3
Utility2,sars-cov-2,2025-06-09,NA,NA,920478,Lab Phase 3
Utility2,sars-cov-2,2025-06-12,NA,NA,1734890,Lab Phase 3
Utility2,sars-cov-2,2025-06-16,NA,NA,4361590,Lab Phase 3
Utility2,sars-cov-2,2025-06-16,NA,NA,4361590,Lab Phase 3
Utility2,sars-cov-2,2025-06-16,NA,NA,4361590,Lab Phase 3
Utility2,sars-cov-2,2025-06-16,NA,NA,4361590,Lab Phase 3
Utility2,sars-cov-2,2025-06-16,NA,NA,4361590,Lab Phase 3
Utility2,sars-cov-2,2025-06-23,NA,NA,4072959,Lab Phase 3
Utility2,sars-cov-2,2025-06-26,NA,NA,3234887,Lab Phase 3
Utility3,FLUAV,2024-09-30,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-10-03,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-10-14,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-10-17,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-10-21,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-10-24,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-10-28,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-11-04,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-11-07,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-11-12,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-11-14,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-11-18,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-11-21,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-11-25,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-12-02,NA,NA,6664646,Lab Phase 3
Utility3,FLUAV,2024-12-05,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-12-09,NA,NA,12142308,Lab Phase 3
Utility3,FLUAV,2024-12-12,NA,NA,271693,Lab Phase 3
Utility3,FLUAV,2024-12-16,NA,NA,12373696,Lab Phase 3
Utility3,FLUAV,2024-12-19,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2024-12-26,NA,NA,10731977,Lab Phase 3
Utility3,FLUAV,2024-12-30,NA,NA,15393190,Lab Phase 3
Utility3,FLUAV,2025-01-02,NA,NA,14995470,Lab Phase 3
Utility3,FLUAV,2025-01-06,NA,NA,9037452,Lab Phase 3
Utility3,FLUAV,2025-01-09,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-01-13,NA,NA,6568612,Lab Phase 3
Utility3,FLUAV,2025-01-16,NA,NA,7576689,Lab Phase 3
Utility3,FLUAV,2025-01-21,NA,NA,1804949,Lab Phase 3
Utility3,FLUAV,2025-01-23,NA,NA,3084602,Lab Phase 3
Utility3,FLUAV,2025-01-27,NA,NA,9604739,Lab Phase 3
Utility3,FLUAV,2025-01-30,NA,NA,9053369,Lab Phase 3
Utility3,FLUAV,2025-02-03,NA,NA,10271959,Lab Phase 3
Utility3,FLUAV,2025-02-06,NA,NA,7505770,Lab Phase 3
Utility3,FLUAV,2025-02-10,NA,NA,1392548,Lab Phase 3
Utility3,FLUAV,2025-02-13,NA,NA,5383870,Lab Phase 3
Utility3,FLUAV,2025-02-18,NA,NA,4524153,Lab Phase 3
Utility3,FLUAV,2025-02-20,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-02-24,NA,NA,7691783,Lab Phase 3
Utility3,FLUAV,2025-02-27,NA,NA,12396484,Lab Phase 3
Utility3,FLUAV,2025-03-03,NA,NA,12644907,Lab Phase 3
Utility3,FLUAV,2025-03-06,NA,NA,4000670,Lab Phase 3
Utility3,FLUAV,2025-03-13,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-03-17,NA,NA,4939559,Lab Phase 3
Utility3,FLUAV,2025-03-20,NA,NA,10519281,Lab Phase 3
Utility3,FLUAV,2025-03-24,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-03-27,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-03-31,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-03,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-07,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-10,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-14,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-17,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-21,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-24,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-04-28,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-01,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-05,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-08,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-12,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-15,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-19,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-22,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-05-29,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-06-02,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-06-05,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-06-09,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-06-12,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-06-16,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-06-23,NA,NA,600,Lab Phase 3
Utility3,FLUAV,2025-06-26,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-07-18,NA,2000,NA,Lab Phase 2
Utility3,FLUBV,2024-07-25,NA,2000,NA,Lab Phase 2
Utility3,FLUBV,2024-07-29,NA,2000,NA,Lab Phase 2
Utility3,FLUBV,2024-09-30,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-10-03,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-10-14,NA,NA,5194731,Lab Phase 3
Utility3,FLUBV,2024-10-17,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-10-21,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-10-24,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-10-28,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-11-04,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-11-07,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-11-12,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-11-14,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-11-18,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-11-21,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-11-25,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-02,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-05,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-09,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-12,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-16,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-19,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-26,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2024-12-30,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-02,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-06,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-09,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-13,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-16,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-21,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-23,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-27,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-01-30,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-02-03,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-02-06,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-02-10,NA,NA,14687449,Lab Phase 3
Utility3,FLUBV,2025-02-13,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-02-18,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-02-20,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-02-24,NA,NA,15796118,Lab Phase 3
Utility3,FLUBV,2025-02-27,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-03,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-06,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-13,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-17,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-20,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-24,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-27,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-03-31,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-04-03,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-04-07,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-04-10,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-04-14,NA,NA,2617876,Lab Phase 3
Utility3,FLUBV,2025-04-17,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-04-21,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-04-24,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-04-28,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-05-01,NA,NA,3694359,Lab Phase 3
Utility3,FLUBV,2025-05-05,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-05-08,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-05-12,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-05-15,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-05-19,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-05-22,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-05-29,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-06-02,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-06-05,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-06-09,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-06-12,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-06-16,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-06-23,NA,NA,600,Lab Phase 3
Utility3,FLUBV,2025-06-26,NA,NA,600,Lab Phase 3
Utility3,sars-cov-2,2022-01-31,475426,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-02-03,552415,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-02-07,84851,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-02-10,660013,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-02-17,538263,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-02-21,622303,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-02-24,182941,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-02-27,218227,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-03,569534,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-07,196691,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-10,577338,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-14,426704,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-17,770559,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-21,638039,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-24,760899,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-28,298229,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-03-31,274979,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-07,709874,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-11,764995,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-14,742913,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-15,117605,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-18,74951,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-21,88587,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-25,163394,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-04-28,635315,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-02,268397,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-05,249334,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-09,294160,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-12,67378,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-16,777139,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-19,574104,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-23,522546,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-26,701352,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-05-30,751697,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-02,102537,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-06,534833,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-13,544660,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-16,730043,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-20,224662,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-23,653701,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-27,59942,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-06-30,193304,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-07-07,367720,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-07-11,2000,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-07-14,315556,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-07-21,607340,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-07-25,8854,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-01,785721,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-04,653926,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-08,781067,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-11,161198,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-15,356501,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-18,618534,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-22,586380,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-25,411934,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-08-29,135397,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-01,193402,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-08,31891,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-12,673158,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-15,133083,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-19,454377,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-22,425965,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-26,555901,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-09-29,584155,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-03,111785,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-06,577507,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-10,163576,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-13,415005,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-17,597358,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-20,26639,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-24,304657,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-27,174392,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-10-31,41629,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-11-03,463093,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-11-07,317307,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-11-10,685354,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-11-14,539888,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-11-17,47628,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-11-18,510713,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-11-21,357181,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-01,753770,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-05,783410,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-08,439973,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-12,759670,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-15,615889,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-19,223810,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-22,608388,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2022-12-29,557560,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-05,367237,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-09,381596,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-12,314588,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-16,737412,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-19,352162,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-23,547558,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-26,775100,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-01-30,82070,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-02-02,279829,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-02-06,168129,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-02-09,597654,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-02-13,420615,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-02-21,64259,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-02-23,421464,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-02-27,114531,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-02,586124,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-06,710266,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-09,612786,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-13,387116,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-16,438459,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-20,502991,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-27,483822,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-03-30,534411,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-03,488530,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-06,122772,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-10,21875,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-13,461781,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-17,437104,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-20,290815,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-24,590852,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-04-27,673570,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-01,174110,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-04,450484,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-08,604688,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-11,231326,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-15,626889,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-18,275582,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-22,783784,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-25,606235,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-05-30,634628,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-06-01,506678,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-06-05,346019,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-06-12,789825,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-06-29,314195,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-07-06,103140,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-07-10,313775,NA,NA,Lab Phase 1
Utility3,sars-cov-2,2023-07-13,NA,182229,NA,Lab Phase 2
Utility3,sars-cov-2,2023-07-17,NA,579203,NA,Lab Phase 2
Utility3,sars-cov-2,2023-07-24,NA,287345,NA,Lab Phase 2
Utility3,sars-cov-2,2023-07-31,NA,217778,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-03,NA,201118,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-07,NA,17986,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-10,NA,667109,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-14,NA,721059,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-21,NA,438995,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-24,NA,116025,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-28,NA,88076,NA,Lab Phase 2
Utility3,sars-cov-2,2023-08-31,NA,756205,NA,Lab Phase 2
