Utility,county,pcr_target,Date,SARS-2 Copies/L (uncorrected),pcr_target_cl_95_lo,pcr_target_cl_95_up,sample_id,quality_flag,flow_rate,sample_type,lab_phase,pcr_target_below_lod,reporting_jurisdiction,wwtp_jurisdiction,sewershed_name_in_case_linelist,sewershed_name_in_spatial_file,upstream_location_specify_nwss_dcipher
Utility3,08004,sars-cov-2,2022-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-01-31,475426,475426,123555,UC20220131,no,1.547,NA,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-03,552415,417917,438937,UC20220203,no,1.48,NA,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-07,84851,84851,84851,UC20220207,no,1.5,NA,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-10,660013,54592,209360,UC20220210,no,1.535,NA,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-17,538263,394912,538263,UC20220217,no,1.515,NA,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-21,622303,1954,622303,UC20220221,no,1.55,"24-hr flow-weighted composite

",Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-24,182941,129911,182941,UC20220224,no,1.52,"24-hr flow-weighted composite

",Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-27,218227,218227,210188,UC20220227,no,1.529,"24-hr flow-weighted composite

",Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-03,569534,569534,109411,UC20220303,no,1.56,"24-hr flow-weighted composite

",Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-07,196691,159161,196691,UC20220307,no,1.429,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-10,577338,19900,577338,UC20220310,no,1.589,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-14,426704,426704,426704,UC20220314,no,1.58,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-17,770559,5967,302894,UC20220317,no,1.721,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-21,638039,577787,564024,UC20220321,no,1.44,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-24,760899,328692,389666,UC20220324,no,1.45,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-28,298229,240993,298229,UC20220328,no,1.47,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-03-31,274979,23374,21923,UC20220331,no,1.553,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-07,709874,709874,496447,UC20220407,no,1.54,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-11,764995,680762,764995,UC20220411,no,1.57,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-14,742913,345494,143088,UC20220414,no,1.59,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-15,117605,117605,117605,UC20220415,no,1.59,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-18,74951,74951,74951,UC20220418,no,1.544,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-21,88587,88587,88587,UC20220421,no,1.61,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-25,163394,163394,163394,UC20220425,no,1.62,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-28,635315,635315,303391,UC20220428,no,1.63,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-02,268397,68266,268397,UC20220502,no,1.646,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-05,249334,249334,150924,UC20220505,no,1.657,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-09,294160,93047,294160,UC20220509,no,1.636,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-12,67378,67378,67378,UC20220512,no,1.703,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-16,777139,514236,237259,UC20220516,no,1.605,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-19,574104,433033,427744,UC20220519,no,1.675,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-23,522546,367185,522546,UC20220523,no,1.695,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-26,701352,425933,684689,UC20220526,no,1.705,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-30,751697,666128,636117,UC20220530,no,1.667,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-06-02,102537,102537,102537,UC20220602,no,1.716,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-06-06,534833,123917,227074,UC20220606,no,1.669,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
Utility3,08004,sars-cov-2,2022-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY3 WATER RECLAMATION FACILITY,City of Utility3,NA
