"","reporting_jurisdiction","county_names","other_jurisdiction","zipcode","population_served","sewage_travel_time","sample_location","sample_location_specify","institution_type","epaid","wwtp_name","wwtp_jurisdiction","capacity_mgd","industrial_input","stormwater_input","influent_equilibrated","sample_type","composite_freq","sample_matrix","collection_storage_time","collection_storage_temp","pasteurized","pretreatment","pretreatment_specify","solids_separation","concentration_method","extraction_method","pre_conc_storage_time","pre_conc_storage_temp","pre_ext_storage_time","pre_ext_storage_temp","tot_conc_vol","ext_blank","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","pcr_target","pcr_gene_target","pcr_gene_target_ref","pcr_type","lod_ref","hum_frac_target_mic","hum_frac_target_mic_ref","hum_frac_target_chem","hum_frac_target_chem_ref","other_norm_name","other_norm_ref","quant_stan_type","stan_ref","inhibition_method","num_no_target_control","sample_collect_date","sample_collect_time","flow_rate","ph","conductivity","tss","collection_water_temp","equiv_sewage_amt","sample_id","lab_id","qc_ignore","analysis_ignore","validated_method","test_result_date","pcr_target_units","pcr_target_avg_conc","pcr_target_std_error","pcr_target_cl_95_lo","pcr_target_cl_95_up","pcr_target_below_lod","lod_sewage","ntc_amplify","rec_eff_percent","inhibition_detect","inhibition_adjust","hum_frac_mic_conc","hum_frac_mic_unit","hum_frac_chem_conc","hum_frac_chem_unit","other_norm_conc","other_norm_unit","quality_flag","major_lab_method","major_lab_method_desc","qc_internal"
"846","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"10/19/2023","-2208963600",0.79,NA,NA,NA,NA,44045,"UE20231019","CDPHE",NA,NA,"no","10/21/2023","copies/L wastewater",NA,NA,NA,NA,NA,4000,"no",0,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"847","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"10/23/2023","-2208963600",0.81,NA,NA,NA,NA,44045,"UE20231023","CDPHE",NA,NA,"no","10/28/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",6.45488,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"848","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"10/26/2023","-2208963600",0.74,NA,NA,NA,NA,44045,"UE20231026","CDPHE",NA,NA,"no","10/30/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",2.19041,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"849","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"10/30/2023","-2208963600",0.77,NA,NA,NA,NA,44045,"UE20231030","CDPHE",NA,NA,NA,"11/2/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",1.2406,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"850","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",60.5,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"11/2/2023","-2208963600",0.67,NA,NA,NA,NA,44045,"UE20231102","CDPHE",NA,NA,NA,"11/7/2023","copies/L wastewater",262388,39900,102236,117230,"no",4000,"no",3.61256,"no","no",NA,NA,NA,NA,0,"","Below LOQ",NA,NA,NA
"851","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",15,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"11/6/2023","-2208963600",0.74,NA,NA,NA,NA,44045,"UE20231106","CDPHE",NA,NA,NA,"11/9/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",1.36276,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"852","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",22.5,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"11/13/2023","-2208963600",0.76,NA,NA,NA,NA,44045,"UE20231113","CDPHE",NA,NA,NA,"11/16/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",10.96889,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"853","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",15,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"11/20/2023","-2208963600",0.76,NA,NA,NA,NA,44045,"UE20231120","CDPHE",NA,NA,"no","11/22/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",6.81067,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"854","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",15,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"11/27/2023","-2208963600",0.71,NA,NA,NA,NA,44045,"UE20231127","CDPHE",NA,NA,NA,"11/30/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",17.90933,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"855","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",15,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"11/30/2023","-2208963600",0.49,NA,NA,NA,NA,44045,"UE20231130","CDPHE",NA,NA,"no","12/4/2023","copies/L wastewater",204644,23729,204644,30461,"yes",4000,"no",10.56267,"no","no",NA,NA,NA,NA,0,"","Below LOQ",NA,NA,NA
"856","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",15,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"12/4/2023","-2208963600",0.68,NA,NA,NA,NA,44045,"UE20231204","CDPHE",NA,NA,NA,"11/30/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",13.03467,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"857","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",32.5,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"12/11/2023","-2208963600",0.66,NA,NA,NA,NA,44045,"UE20231211","CDPHE",NA,NA,"no","11/30/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",16.864,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"858","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"12/14/2023","-2208963600",0.67,NA,NA,NA,NA,44045,"UE20231214","CDPHE",NA,NA,"no","12/28/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",16.94769,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"859","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"12/18/2023","-2208963600",0.69,NA,NA,NA,NA,44045,"UE20231218","CDPHE",NA,NA,"no","12/28/2023","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",3.35537,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"860","CO","8045",NA,81601,16714,NA,"primary influent",NA,"not institution specific","CO0048852","Utility5","CO",2.34,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"12/28/2023","7:00",0.73,NA,NA,NA,NA,44045,"UE20231228","CDPHE",NA,NA,NA,"1/2/2024","copies/L wastewater",372137,33865,323814,372137,"yes",4000,"no",7.46947,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"861","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/2/2024","7:00",6.19,NA,NA,NA,NA,44045,"UD20240102","CDPHE",NA,NA,NA,"1/5/2024","copies/L wastewater",117339,1009,117339,117339,"yes",4000,"no",0,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"862","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/3/2024","7:00",6.42,NA,NA,NA,NA,44045,"UD20240103","CDPHE",NA,NA,NA,"1/8/2024","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",15.68,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"863","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/8/2024","7:00",6.35,NA,NA,NA,NA,44045,"UD20240108","CDPHE",NA,NA,NA,"1/12/2024","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",0,"no","no",NA,NA,NA,NA,0,"","Below LOQ",NA,NA,NA
"864","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/10/2024","7:00",6.42,NA,NA,NA,NA,44045,"UD20240110","CDPHE",NA,NA,NA,"1/16/2024","copies/L wastewater",204943,1868,149452,175689,"yes",4000,"no",13.43158,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"865","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/16/2024","7:00",6.61,NA,NA,NA,NA,44045,"UD20240116","CDPHE",NA,NA,NA,"1/22/2024","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",11.13684,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
"866","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/17/2024","7:00",6.18,NA,NA,NA,NA,44045,"UD20240117","CDPHE",NA,NA,NA,"1/22/2024","copies/L wastewater",263937,20696,16344,82668,"no",4000,"no",15.25474,"no","no",NA,NA,NA,NA,0,"","Below LOQ",NA,NA,NA
"867","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/22/2024","7:00",6.18,NA,NA,NA,NA,44045,"UD20240122","CDPHE",NA,NA,NA,"1/26/2024","copies/L wastewater",77012,36816,77012,2296,"no",4000,"no",0,"no","no",NA,NA,NA,NA,0,"","Below LOQ",NA,NA,NA
"868","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",95,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Samples of known concentration are run in triplicate and backcalculated to determine lowest concentration consistently detectable on platform","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/24/2024","7:00",5.95,NA,NA,NA,NA,44045,"UD20240124","CDPHE",NA,NA,NA,"1/29/2024","copies/L wastewater",260878,7352,-3056,196611,"no",4000,"no",12.50105,"no","no",NA,NA,NA,NA,0,"","Below LOQ",NA,NA,NA
"869","CO","8077",NA,81505,89286,NA,"primary influent",NA,"not institution specific","CO0040053","Utility4","CO",12.5,NA,NA,NA,"composite",NA,"raw wastewater",NA,0,"no","no",NA,NA,"kingfisher MAGMax viral enrichment + extraction","kingfisher MAGMax viral enrichment + extraction",0,NA,NA,40,10,"no","MHV","raw sample",50,"RSV_B","N[792-723] N[749-680]","CDPHE RSV_B Primers","dPCR","Bio-Rad. (2021). Qualitative assay for use on the QX200(tm) and QXDx(tm) Droplet Digital(tm) PCR Systems: Instructions for Use. Retrieved from https://www.fda.gov/media/137579/download","pepper mild mottle virus","Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). https://doi.org/10.1038/s41545-018-0019-5",NA,NA,NA,NA,"rna","N[792-723] N[749-680]","We spike-in MHV standard for signs of molecular inhibition from the wastewater samples.",1,"1/29/2024","7:00",6.21,NA,NA,NA,NA,44045,"UD20240129","CDPHE",NA,NA,NA,"2/2/2024","copies/L wastewater",NA,NA,NA,NA,"no",4000,"no",0,"no","no",NA,NA,NA,NA,0,"","no",NA,NA,NA
