"","wwtp_name","sample_id","sample_collect_date","flu_pcr_target","flu_pcr_target_avg_conc","h5_pcr_target_avg_conc","h5_detected","h3_pcr_target_avg_conc","h3_detected","h1_pcr_target_avg_conc","h1_detected"
"467","Utility2",NA,"2025-02-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"468","Utility2","UB20250206","2025-02-06","Inf_A-MP","4224088","600","Not Detected","600","Not Detected","4859872","Detected"
"469","Utility2",NA,"2025-02-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"470","Utility2",NA,"2025-02-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"471","Utility2",NA,"2025-02-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"472","Utility2","UB20250210","2025-02-10","Inf_A-MP","6113648","600","Not Detected","6221264","Detected","152617","Detected"
"473","Utility2",NA,"2025-02-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"474","Utility2",NA,"2025-02-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"475","Utility2","UB20250213","2025-02-13","Inf_A-MP","4190098","600","Not Detected","370906","Detected","572089","Detected"
"476","Utility2",NA,"2025-02-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"477","Utility2",NA,"2025-02-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"478","Utility2",NA,"2025-02-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"479","Utility2",NA,"2025-02-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"480","Utility2","UB20250218","2025-02-18","Inf_A-MP","5648305","600","Not Detected","600","Not Detected","4589791","Detected"
"481","Utility2",NA,"2025-02-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"482","Utility2","UB20250220","2025-02-20","Inf_A-MP","2400260","600","Not Detected","3784755","Detected","2642573","Detected"
"483","Utility2",NA,"2025-02-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"484","Utility2",NA,"2025-02-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"485","Utility2",NA,"2025-02-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"486","Utility2","UB20250224","2025-02-24","Inf_A-MP","3028122","600","Not Detected","600","Not Detected","6243873","Detected"
"487","Utility2",NA,"2025-02-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"488","Utility2",NA,"2025-02-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"489","Utility2","UB20250227","2025-02-27","Inf_A-MP","911462","600","Not Detected","291948","Detected","1703045","Detected"
"490","Utility2",NA,"2025-02-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"491","Utility2",NA,"2025-03-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"492","Utility2",NA,"2025-03-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"493","Utility2","UB20250303","2025-03-03","Inf_A-MP","3620671","600","Not Detected","3529806","Detected","600","Not Detected"
"494","Utility2",NA,"2025-03-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"495","Utility2",NA,"2025-03-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"496","Utility2","UB20250306","2025-03-06","Inf_A-MP","3145887","600","Not Detected","6250528","Detected","600","Not Detected"
"497","Utility2",NA,"2025-03-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"498","Utility2",NA,"2025-03-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"499","Utility2",NA,"2025-03-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"500","Utility2","UB20250310","2025-03-10","Inf_A-MP","1209507","600","Not Detected","5891702","Detected","600","Not Detected"
"501","Utility2",NA,"2025-03-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"502","Utility2",NA,"2025-03-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"503","Utility2","UB20250313","2025-03-13","Inf_A-MP","4642150","600","Not Detected","600","Not Detected","592341","Detected"
"504","Utility2",NA,"2025-03-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"505","Utility2",NA,"2025-03-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"506","Utility2",NA,"2025-03-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"507","Utility2","UB20250317","2025-03-17","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"508","Utility2",NA,"2025-03-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"509","Utility2",NA,"2025-03-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"510","Utility2","UB20250320","2025-03-20","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"511","Utility2",NA,"2025-03-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"512","Utility2",NA,"2025-03-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"513","Utility2",NA,"2025-03-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"514","Utility2","UB20250324","2025-03-24","Inf_A-MP","2588851","600","Not Detected","600","Not Detected","600","Not Detected"
"515","Utility2",NA,"2025-03-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"516","Utility2",NA,"2025-03-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"517","Utility2","UB20250327","2025-03-27","Inf_A-MP","1326280","600","Not Detected","600","Not Detected","600","Not Detected"
"518","Utility2",NA,"2025-03-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"519","Utility2",NA,"2025-03-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"520","Utility2",NA,"2025-03-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"521","Utility2","UB20250331","2025-03-31","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"522","Utility2",NA,"2025-04-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"523","Utility2",NA,"2025-04-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"524","Utility2","UB20250403","2025-04-03","Inf_A-MP","349137","600","Not Detected","600","Not Detected","600","Not Detected"
"525","Utility2",NA,"2025-04-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"526","Utility2",NA,"2025-04-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"527","Utility2",NA,"2025-04-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"528","Utility2","UB20250407","2025-04-07","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"529","Utility2",NA,"2025-04-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"530","Utility2",NA,"2025-04-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"531","Utility2","UB20250410","2025-04-10","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"532","Utility2",NA,"2025-04-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"533","Utility2",NA,"2025-04-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"534","Utility2",NA,"2025-04-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"535","Utility2","UB20250414","2025-04-14","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"536","Utility2",NA,"2025-04-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"537","Utility2",NA,"2025-04-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"538","Utility2","UB20250417","2025-04-17","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"539","Utility2",NA,"2025-04-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"540","Utility2",NA,"2025-04-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"541","Utility2",NA,"2025-04-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"542","Utility2","UB20250421","2025-04-21","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"543","Utility2",NA,"2025-04-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"544","Utility2",NA,"2025-04-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"545","Utility2","UB20250424","2025-04-24","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"546","Utility2",NA,"2025-04-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"547","Utility2",NA,"2025-04-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"548","Utility2",NA,"2025-04-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"549","Utility2","UB20250428","2025-04-28","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"550","Utility2",NA,"2025-04-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"551","Utility2",NA,"2025-04-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"552","Utility2","UB20250501","2025-05-01","Inf_A-MP","5974270","600","Not Detected","600","Not Detected","600","Not Detected"
"553","Utility2",NA,"2025-05-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"554","Utility2",NA,"2025-05-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"555","Utility2",NA,"2025-05-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"556","Utility2","UB20250505","2025-05-05","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"557","Utility2",NA,"2025-05-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"558","Utility2",NA,"2025-05-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"559","Utility2","UB20250508","2025-05-08","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"560","Utility2",NA,"2025-05-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"561","Utility2",NA,"2025-05-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"562","Utility2",NA,"2025-05-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"563","Utility2","UB20250512","2025-05-12","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"564","Utility2",NA,"2025-05-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"565","Utility2",NA,"2025-05-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"566","Utility2","UB20250515","2025-05-15","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"567","Utility2",NA,"2025-05-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"568","Utility2",NA,"2025-05-17","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"569","Utility2",NA,"2025-05-18","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"570","Utility2","UB20250519","2025-05-19","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"571","Utility2",NA,"2025-05-20","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"572","Utility2",NA,"2025-05-21","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"573","Utility2","UB20250522","2025-05-22","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"574","Utility2",NA,"2025-05-23","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"575","Utility2",NA,"2025-05-24","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"576","Utility2",NA,"2025-05-25","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"577","Utility2",NA,"2025-05-26","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"578","Utility2","UB20250527","2025-05-27","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"579","Utility2",NA,"2025-05-28","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"580","Utility2","UB20250529","2025-05-29","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"581","Utility2",NA,"2025-05-30","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"582","Utility2",NA,"2025-05-31","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"583","Utility2",NA,"2025-06-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"584","Utility2","UB20250602","2025-06-02","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"585","Utility2",NA,"2025-06-03","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"586","Utility2",NA,"2025-06-04","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"587","Utility2","UB20250605","2025-06-05","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"588","Utility2",NA,"2025-06-06","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"589","Utility2",NA,"2025-06-07","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"590","Utility2",NA,"2025-06-08","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"591","Utility2","UB20250609","2025-06-09","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"592","Utility2",NA,"2025-06-10","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"593","Utility2",NA,"2025-06-11","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"594","Utility2","UB20250612","2025-06-12","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"595","Utility2",NA,"2025-06-13","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"596","Utility2",NA,"2025-06-14","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"597","Utility2",NA,"2025-06-15","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"598","Utility2","UB20250616","2025-06-16","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"599","Utility2",NA,"2025-06-17","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"600","Utility2",NA,"2025-06-18","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"601","Utility2",NA,"2025-06-19","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"602","Utility2",NA,"2025-06-20","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"603","Utility2",NA,"2025-06-21","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"604","Utility2",NA,"2025-06-22","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"605","Utility2","UB20250623","2025-06-23","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"606","Utility2",NA,"2025-06-24","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"607","Utility2",NA,"2025-06-25","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"608","Utility2","UB20250626","2025-06-26","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"609","Utility2",NA,"2025-06-27","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"610","Utility2",NA,"2025-06-28","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"611","Utility2",NA,"2025-06-29","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"612","Utility2","UB20250630","2025-06-30","Inf_A-MP","919034","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"613","Utility2",NA,"2025-07-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"614","Utility2",NA,"2025-07-02","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"615","Utility2",NA,"2025-07-03","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"616","Utility2",NA,"2025-07-04","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"617","Utility2",NA,"2025-07-05","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"618","Utility2",NA,"2025-07-06","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"619","Utility2","UB20250707","2025-07-07","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"620","Utility2",NA,"2025-07-08","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"621","Utility2",NA,"2025-07-09","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"622","Utility2","UB20250710","2025-07-10","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"623","Utility2",NA,"2025-07-11","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"624","Utility2",NA,"2025-07-12","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"625","Utility2",NA,"2025-07-13","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"626","Utility2","UB20250714","2025-07-14","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"627","Utility2",NA,"2025-07-15","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"628","Utility2",NA,"2025-07-16","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"629","Utility2","UB20250717","2025-07-17","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"630","Utility2",NA,"2025-07-18","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"631","Utility2",NA,"2025-07-19","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"632","Utility2",NA,"2025-07-20","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"633","Utility2","UB20250721","2025-07-21","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"634","Utility2",NA,"2025-07-22","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"635","Utility2",NA,"2025-07-23","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"636","Utility2","UB20250724","2025-07-24","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"637","Utility2",NA,"2025-07-25","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"638","Utility2",NA,"2025-07-26","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"639","Utility2",NA,"2025-07-27","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"640","Utility2","UB20250728","2025-07-28","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"641","Utility2",NA,"2025-07-29","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"642","Utility2",NA,"2025-07-30","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"643","Utility2","UB20250731","2025-07-31","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"644","Utility2",NA,"2025-08-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"645","Utility2",NA,"2025-08-02","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"646","Utility2",NA,"2025-08-03","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"647","Utility2","UB20250804","2025-08-04","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"648","Utility2",NA,"2025-08-05","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"649","Utility2",NA,"2025-08-06","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"650","Utility2","UB20250807","2025-08-07","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"651","Utility2",NA,"2025-08-08","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"652","Utility2",NA,"2025-08-09","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"653","Utility2",NA,"2025-08-10","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"654","Utility2","UB20250811","2025-08-11","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"655","Utility2",NA,"2025-08-12","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"656","Utility2",NA,"2025-08-13","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"657","Utility2","UB20250814","2025-08-14","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"658","Utility2",NA,"2025-08-15","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"659","Utility2",NA,"2025-08-16","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"660","Utility2",NA,"2025-08-17","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"661","Utility2","UB20250818","2025-08-18","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"662","Utility2",NA,"2025-08-19","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"663","Utility2",NA,"2025-08-20","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"664","Utility2","UB20250821","2025-08-21","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"665","Utility2",NA,"2025-08-22","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"666","Utility2",NA,"2025-08-23","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"667","Utility2",NA,"2025-08-24","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"668","Utility2","UB20250825","2025-08-25","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"669","Utility2",NA,"2025-08-26","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"670","Utility2",NA,"2025-08-27","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"671","Utility2","UB20250828","2025-08-28","Inf_A-MP","600","600","Not Detected",NA,"Not Tested",NA,"Not Tested"
"672","Utility2",NA,"2025-08-29","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"673","Utility2",NA,"2025-08-30","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"674","Utility2",NA,"2025-08-31","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"675","Utility2",NA,"2025-09-01","Inf_A-MP",NA,NA,"No Sample",NA,"Not Tested",NA,"Not Tested"
"676","Utility2","UB20250902","2025-09-02","Inf_A-MP","600","600","Not Detected","600","Not Tested","600","Not Tested"
"677","Utility3",NA,"2024-06-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"678","Utility3",NA,"2024-06-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"679","Utility3",NA,"2024-06-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"680","Utility3",NA,"2024-06-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"681","Utility3",NA,"2024-06-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"682","Utility3",NA,"2024-06-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"683","Utility3",NA,"2024-06-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"684","Utility3",NA,"2024-07-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"685","Utility3",NA,"2024-07-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"686","Utility3",NA,"2024-07-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"687","Utility3",NA,"2024-07-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"688","Utility3",NA,"2024-07-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"689","Utility3",NA,"2024-07-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"690","Utility3",NA,"2024-07-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"691","Utility3",NA,"2024-07-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"692","Utility3",NA,"2024-07-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"693","Utility3",NA,"2024-07-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"694","Utility3",NA,"2024-07-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"695","Utility3",NA,"2024-07-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"696","Utility3",NA,"2024-07-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"697","Utility3",NA,"2024-07-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"698","Utility3",NA,"2024-07-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
