"","utility","pcr_target","week","measure_date","ND_flag","CDC_TwoWeek_Detection_Flag","CDC_FourWeek_Detections","CDC_FourWeek_Submission","FourWeek_Detection_Percent","CDC_PersistentDetection_Flag","CDC_Detection_Flag"
"628","Utility3","PanRSV",50,2024-07-08,"No Detection","yes",2,4,50,"no","yes"
"629","Utility3","PanRSV",50,2024-07-11,"No Detection","yes",2,4,50,"no","yes"
"630","Utility3","PanRSV",51,2024-07-01,"Detection","yes",2,2,100,"yes","no"
"631","Utility3","PanRSV",52,2024-06-27,"Detection","yes",1,1,100,"yes","no"
"632","Utility3","sars-cov-2",30,2024-11-25,"Detection","yes",6,7,85.7142857142857,"yes","no"
"633","Utility3","sars-cov-2",31,2024-11-18,"Detection","yes",6,7,85.7142857142857,"yes","no"
"634","Utility3","sars-cov-2",31,2024-11-21,"No Detection","yes",6,7,85.7142857142857,"yes","no"
"635","Utility3","sars-cov-2",32,2024-11-12,"Detection","yes",6,7,85.7142857142857,"yes","no"
"636","Utility3","sars-cov-2",32,2024-11-14,"Detection","yes",6,7,85.7142857142857,"yes","no"
"637","Utility3","sars-cov-2",33,2024-11-04,"Detection","yes",6,7,85.7142857142857,"yes","no"
"638","Utility3","sars-cov-2",33,2024-11-07,"Detection","yes",6,7,85.7142857142857,"yes","no"
"639","Utility3","sars-cov-2",34,2024-10-28,"Detection","yes",4,5,80,"yes","yes"
"640","Utility3","sars-cov-2",35,2024-10-21,"Detection","yes",5,6,83.3333333333333,"yes","no"
"641","Utility3","sars-cov-2",35,2024-10-24,"No Detection","yes",5,6,83.3333333333333,"yes","no"
"642","Utility3","sars-cov-2",36,2024-10-14,"Detection","yes",6,6,100,"yes","no"
"643","Utility3","sars-cov-2",36,2024-10-17,"Detection","yes",6,6,100,"yes","no"
"644","Utility3","sars-cov-2",38,2024-09-30,"Detection","yes",6,7,85.7142857142857,"yes","no"
"645","Utility3","sars-cov-2",38,2024-10-03,"Detection","yes",6,7,85.7142857142857,"yes","no"
"646","Utility3","sars-cov-2",39,2024-09-23,"Detection","yes",4,5,80,"yes","yes"
"647","Utility3","sars-cov-2",39,2024-09-26,"Detection","yes",4,5,80,"yes","yes"
"648","Utility3","sars-cov-2",40,2024-09-16,"Detection","yes",3,4,75,"no","yes"
"649","Utility3","sars-cov-2",41,2024-09-09,"No Detection","yes",4,5,80,"yes","yes"
"650","Utility3","sars-cov-2",41,2024-09-12,"Detection","yes",4,5,80,"yes","yes"
"651","Utility3","sars-cov-2",43,2024-08-26,"Detection","yes",7,7,100,"yes","no"
"652","Utility3","sars-cov-2",44,2024-08-19,"Detection","yes",8,8,100,"yes","no"
"653","Utility3","sars-cov-2",44,2024-08-22,"Detection","yes",8,8,100,"yes","no"
"654","Utility3","sars-cov-2",45,2024-08-12,"Detection","yes",7,8,87.5,"yes","no"
"655","Utility3","sars-cov-2",45,2024-08-15,"Detection","yes",7,8,87.5,"yes","no"
"656","Utility3","sars-cov-2",46,2024-08-05,"Detection","yes",7,8,87.5,"yes","no"
"657","Utility3","sars-cov-2",46,2024-08-08,"Detection","yes",7,8,87.5,"yes","no"
"658","Utility3","sars-cov-2",47,2024-07-29,"Detection","yes",6,8,75,"no","yes"
"659","Utility3","sars-cov-2",47,2024-08-01,"Detection","yes",6,8,75,"no","yes"
"660","Utility3","sars-cov-2",48,2024-07-22,"No Detection","yes",5,7,71.4285714285714,"no","yes"
"661","Utility3","sars-cov-2",48,2024-07-25,"Detection","yes",5,7,71.4285714285714,"no","yes"
"662","Utility3","sars-cov-2",49,2024-07-15,"Detection","yes",5,6,83.3333333333333,"yes","no"
"663","Utility3","sars-cov-2",49,2024-07-18,"Detection","yes",5,6,83.3333333333333,"yes","no"
"664","Utility3","sars-cov-2",50,2024-07-08,"No Detection","yes",3,4,75,"no","yes"
"665","Utility3","sars-cov-2",50,2024-07-11,"Detection","yes",3,4,75,"no","yes"
"666","Utility3","sars-cov-2",51,2024-07-01,"Detection","yes",2,2,100,"yes","no"
"667","Utility3","sars-cov-2",52,2024-06-27,"Detection","yes",1,1,100,"yes","no"
"668","Utility4","FLUAV",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"669","Utility4","FLUAV",31,2024-11-18,"No Detection","no",0,8,0,"no","no"
"670","Utility4","FLUAV",31,2024-11-20,"No Detection","no",0,8,0,"no","no"
"671","Utility4","FLUAV",32,2024-11-12,"No Detection","no",0,8,0,"no","no"
"672","Utility4","FLUAV",32,2024-11-13,"No Detection","no",0,8,0,"no","no"
"673","Utility4","FLUAV",33,2024-11-04,"No Detection","no",0,8,0,"no","no"
"674","Utility4","FLUAV",33,2024-11-06,"No Detection","no",0,8,0,"no","no"
"675","Utility4","FLUAV",34,2024-10-28,"No Detection","no",0,8,0,"no","no"
"676","Utility4","FLUAV",34,2024-10-30,"No Detection","no",0,8,0,"no","no"
"677","Utility4","FLUAV",35,2024-10-21,"No Detection","no",0,8,0,"no","no"
"678","Utility4","FLUAV",35,2024-10-23,"No Detection","no",0,8,0,"no","no"
"679","Utility4","FLUAV",36,2024-10-14,"No Detection","no",0,8,0,"no","no"
"680","Utility4","FLUAV",36,2024-10-16,"No Detection","no",0,8,0,"no","no"
"681","Utility4","FLUAV",37,2024-10-08,"No Detection","no",0,7,0,"no","no"
"682","Utility4","FLUAV",37,2024-10-09,"No Detection","no",0,7,0,"no","no"
"683","Utility4","FLUAV",38,2024-09-30,"No Detection","no",0,7,0,"no","no"
"684","Utility4","FLUAV",38,2024-10-02,"No Detection","no",0,7,0,"no","no"
"685","Utility4","FLUAV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"686","Utility4","FLUAV",39,2024-09-25,"No Detection","no",0,5,0,"no","no"
"687","Utility4","FLUAV",40,2024-09-16,"No Detection","no",0,5,0,"no","no"
"688","Utility4","FLUAV",41,2024-09-09,"No Detection","no",0,6,0,"no","no"
"689","Utility4","FLUAV",41,2024-09-11,"No Detection","no",0,6,0,"no","no"
"690","Utility4","FLUAV",43,2024-08-26,"No Detection","no",2,8,25,"no","yes"
"691","Utility4","FLUAV",43,2024-08-28,"No Detection","no",2,8,25,"no","yes"
"692","Utility4","FLUAV",44,2024-08-19,"No Detection","no",4,8,50,"no","yes"
"693","Utility4","FLUAV",44,2024-08-21,"No Detection","no",4,8,50,"no","yes"
"694","Utility4","FLUAV",45,2024-08-12,"No Detection","yes",4,8,50,"no","yes"
"695","Utility4","FLUAV",45,2024-08-14,"No Detection","yes",4,8,50,"no","yes"
"696","Utility4","FLUAV",46,2024-08-05,"Detection","yes",4,8,50,"no","yes"
"697","Utility4","FLUAV",46,2024-08-07,"Detection","yes",4,8,50,"no","yes"
"698","Utility4","FLUAV",47,2024-07-29,"Detection","yes",3,8,37.5,"no","yes"
"699","Utility4","FLUAV",47,2024-07-31,"Detection","yes",3,8,37.5,"no","yes"
"700","Utility4","FLUAV",48,2024-07-22,"No Detection","no",1,7,14.2857142857143,"no","yes"
"701","Utility4","FLUAV",48,2024-07-24,"No Detection","no",1,7,14.2857142857143,"no","yes"
"702","Utility4","FLUAV",49,2024-07-15,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"703","Utility4","FLUAV",49,2024-07-17,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"704","Utility4","FLUAV",50,2024-07-08,"No Detection","yes",1,4,25,"no","yes"
"705","Utility4","FLUAV",50,2024-07-10,"Detection","yes",1,4,25,"no","yes"
"706","Utility4","FLUAV",51,2024-07-01,"No Detection","no",0,2,0,"no","no"
"707","Utility4","FLUAV",52,2024-06-26,"No Detection","no",0,1,0,"no","no"
"708","Utility4","FLUBV",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"709","Utility4","FLUBV",31,2024-11-18,"No Detection","no",0,8,0,"no","no"
"710","Utility4","FLUBV",31,2024-11-20,"No Detection","no",0,8,0,"no","no"
"711","Utility4","FLUBV",32,2024-11-12,"No Detection","no",0,8,0,"no","no"
"712","Utility4","FLUBV",32,2024-11-13,"No Detection","no",0,8,0,"no","no"
"713","Utility4","FLUBV",33,2024-11-04,"No Detection","no",0,8,0,"no","no"
"714","Utility4","FLUBV",33,2024-11-06,"No Detection","no",0,8,0,"no","no"
"715","Utility4","FLUBV",34,2024-10-28,"No Detection","no",0,8,0,"no","no"
"716","Utility4","FLUBV",34,2024-10-30,"No Detection","no",0,8,0,"no","no"
"717","Utility4","FLUBV",35,2024-10-21,"No Detection","no",0,8,0,"no","no"
"718","Utility4","FLUBV",35,2024-10-23,"No Detection","no",0,8,0,"no","no"
"719","Utility4","FLUBV",36,2024-10-14,"No Detection","no",0,8,0,"no","no"
"720","Utility4","FLUBV",36,2024-10-16,"No Detection","no",0,8,0,"no","no"
"721","Utility4","FLUBV",37,2024-10-08,"No Detection","no",0,7,0,"no","no"
"722","Utility4","FLUBV",37,2024-10-09,"No Detection","no",0,7,0,"no","no"
"723","Utility4","FLUBV",38,2024-09-30,"No Detection","no",0,7,0,"no","no"
"724","Utility4","FLUBV",38,2024-10-02,"No Detection","no",0,7,0,"no","no"
"725","Utility4","FLUBV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"726","Utility4","FLUBV",39,2024-09-25,"No Detection","no",0,5,0,"no","no"
"727","Utility4","FLUBV",40,2024-09-16,"No Detection","no",0,5,0,"no","no"
"728","Utility4","FLUBV",41,2024-09-09,"No Detection","no",0,6,0,"no","no"
"729","Utility4","FLUBV",41,2024-09-11,"No Detection","no",0,6,0,"no","no"
"730","Utility4","FLUBV",43,2024-08-26,"No Detection","no",0,8,0,"no","no"
"731","Utility4","FLUBV",43,2024-08-28,"No Detection","no",0,8,0,"no","no"
"732","Utility4","FLUBV",44,2024-08-19,"No Detection","no",0,8,0,"no","no"
"733","Utility4","FLUBV",44,2024-08-21,"No Detection","no",0,8,0,"no","no"
"734","Utility4","FLUBV",45,2024-08-12,"No Detection","no",0,8,0,"no","no"
"735","Utility4","FLUBV",45,2024-08-14,"No Detection","no",0,8,0,"no","no"
"736","Utility4","FLUBV",46,2024-08-05,"No Detection","no",0,8,0,"no","no"
"737","Utility4","FLUBV",46,2024-08-07,"No Detection","no",0,8,0,"no","no"
"738","Utility4","FLUBV",47,2024-07-29,"No Detection","no",0,8,0,"no","no"
"739","Utility4","FLUBV",47,2024-07-31,"No Detection","no",0,8,0,"no","no"
"740","Utility4","FLUBV",48,2024-07-22,"No Detection","no",1,7,14.2857142857143,"no","yes"
"741","Utility4","FLUBV",48,2024-07-24,"No Detection","no",1,7,14.2857142857143,"no","yes"
"742","Utility4","FLUBV",49,2024-07-15,"No Detection","no",1,6,16.6666666666667,"no","yes"
"743","Utility4","FLUBV",49,2024-07-17,"No Detection","no",1,6,16.6666666666667,"no","yes"
"744","Utility4","FLUBV",50,2024-07-08,"No Detection","yes",1,4,25,"no","yes"
"745","Utility4","FLUBV",50,2024-07-10,"No Detection","yes",1,4,25,"no","yes"
"746","Utility4","FLUBV",51,2024-07-01,"Detection","yes",1,2,50,"no","yes"
"747","Utility4","FLUBV",52,2024-06-26,"No Detection","no",0,1,0,"no","no"
"748","Utility4","H1",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"749","Utility4","H1",31,2024-11-18,"No Detection","no",0,8,0,"no","no"
"750","Utility4","H1",31,2024-11-20,"No Detection","no",0,8,0,"no","no"
"751","Utility4","H1",32,2024-11-12,"No Detection","no",0,8,0,"no","no"
"752","Utility4","H1",32,2024-11-13,"No Detection","no",0,8,0,"no","no"
"753","Utility4","H1",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"754","Utility4","H1",33,2024-11-06,"No Detection","no",0,7,0,"no","no"
"755","Utility4","H1",34,2024-10-28,"No Detection","no",0,7,0,"no","no"
"756","Utility4","H1",34,2024-10-30,"No Detection","no",0,7,0,"no","no"
"757","Utility4","H1",35,2024-10-21,"No Detection","no",0,6,0,"no","no"
"758","Utility4","H1",35,2024-10-23,"No Detection","no",0,6,0,"no","no"
"759","Utility4","H1",36,2024-10-16,"No Detection","no",0,6,0,"no","no"
"760","Utility4","H1",37,2024-10-08,"No Detection","no",0,5,0,"no","no"
"761","Utility4","H1",37,2024-10-09,"No Detection","no",0,5,0,"no","no"
"762","Utility4","H1",38,2024-10-02,"No Detection","no",0,3,0,"no","no"
"763","Utility4","H1",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"764","Utility4","H1",39,2024-09-25,"No Detection","no",0,2,0,"no","no"
"765","Utility4","H1",45,2024-08-14,"Detection","yes",1,5,20,"no","yes"
"766","Utility4","H1",46,2024-08-07,"No Detection","no",0,4,0,"no","no"
"767","Utility4","H1",47,2024-07-29,"No Detection","no",0,3,0,"no","no"
"768","Utility4","H1",47,2024-07-31,"No Detection","no",0,3,0,"no","no"
"769","Utility4","H1",48,2024-07-24,"No Detection","no",0,1,0,"no","no"
"770","Utility4","H3",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"771","Utility4","H3",31,2024-11-18,"No Detection","no",0,8,0,"no","no"
"772","Utility4","H3",31,2024-11-20,"No Detection","no",0,8,0,"no","no"
"773","Utility4","H3",32,2024-11-12,"No Detection","no",0,8,0,"no","no"
"774","Utility4","H3",32,2024-11-13,"No Detection","no",0,8,0,"no","no"
"775","Utility4","H3",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"776","Utility4","H3",33,2024-11-06,"No Detection","no",0,7,0,"no","no"
"777","Utility4","H3",34,2024-10-28,"No Detection","no",0,7,0,"no","no"
"778","Utility4","H3",34,2024-10-30,"No Detection","no",0,7,0,"no","no"
"779","Utility4","H3",35,2024-10-21,"No Detection","no",0,6,0,"no","no"
"780","Utility4","H3",35,2024-10-23,"No Detection","no",0,6,0,"no","no"
"781","Utility4","H3",36,2024-10-16,"No Detection","no",0,6,0,"no","no"
"782","Utility4","H3",37,2024-10-08,"No Detection","no",0,5,0,"no","no"
"783","Utility4","H3",37,2024-10-09,"No Detection","no",0,5,0,"no","no"
"784","Utility4","H3",38,2024-10-02,"No Detection","no",0,3,0,"no","no"
"785","Utility4","H3",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"786","Utility4","H3",39,2024-09-25,"No Detection","no",0,2,0,"no","no"
"787","Utility4","H3",45,2024-08-14,"Detection","yes",2,5,40,"no","yes"
"788","Utility4","H3",46,2024-08-07,"No Detection","no",1,4,25,"no","yes"
"789","Utility4","H3",47,2024-07-29,"No Detection","yes",1,3,33.3333333333333,"no","yes"
"790","Utility4","H3",47,2024-07-31,"No Detection","yes",1,3,33.3333333333333,"no","yes"
"791","Utility4","H3",48,2024-07-24,"Detection","yes",1,1,100,"yes","no"
"792","Utility4","H5",30,2024-11-25,"No Detection","no",0,7,0,"no","no"
"793","Utility4","H5",31,2024-11-18,"No Detection","no",0,8,0,"no","no"
"794","Utility4","H5",31,2024-11-20,"No Detection","no",0,8,0,"no","no"
"795","Utility4","H5",32,2024-11-12,"No Detection","no",0,8,0,"no","no"
"796","Utility4","H5",32,2024-11-13,"No Detection","no",0,8,0,"no","no"
"797","Utility4","H5",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"798","Utility4","H5",33,2024-11-06,"No Detection","no",0,7,0,"no","no"
"799","Utility4","H5",34,2024-10-28,"No Detection","no",0,7,0,"no","no"
"800","Utility4","H5",34,2024-10-30,"No Detection","no",0,7,0,"no","no"
"801","Utility4","H5",35,2024-10-21,"No Detection","no",0,6,0,"no","no"
"802","Utility4","H5",35,2024-10-23,"No Detection","no",0,6,0,"no","no"
"803","Utility4","H5",36,2024-10-16,"No Detection","no",0,6,0,"no","no"
"804","Utility4","H5",37,2024-10-08,"No Detection","no",0,5,0,"no","no"
"805","Utility4","H5",37,2024-10-09,"No Detection","no",0,5,0,"no","no"
"806","Utility4","H5",38,2024-10-02,"No Detection","no",0,3,0,"no","no"
"807","Utility4","H5",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"808","Utility4","H5",39,2024-09-25,"No Detection","no",0,2,0,"no","no"
"809","Utility4","H5",45,2024-08-14,"No Detection","no",1,5,20,"no","yes"
"810","Utility4","H5",46,2024-08-07,"No Detection","no",1,4,25,"no","yes"
"811","Utility4","H5",47,2024-07-29,"No Detection","yes",1,3,33.3333333333333,"no","yes"
"812","Utility4","H5",47,2024-07-31,"No Detection","yes",1,3,33.3333333333333,"no","yes"
"813","Utility4","H5",48,2024-07-24,"Detection","yes",1,1,100,"yes","no"
"814","Utility4","PanRSV",30,2024-11-25,"No Detection","yes",3,7,42.8571428571429,"no","yes"
"815","Utility4","PanRSV",31,2024-11-18,"Detection","yes",3,8,37.5,"no","yes"
"816","Utility4","PanRSV",31,2024-11-20,"No Detection","yes",3,8,37.5,"no","yes"
"817","Utility4","PanRSV",32,2024-11-12,"Detection","yes",2,8,25,"no","yes"
"818","Utility4","PanRSV",32,2024-11-13,"Detection","yes",2,8,25,"no","yes"
"819","Utility4","PanRSV",33,2024-11-04,"No Detection","no",1,8,12.5,"no","yes"
"820","Utility4","PanRSV",33,2024-11-06,"No Detection","no",1,8,12.5,"no","yes"
"821","Utility4","PanRSV",34,2024-10-28,"No Detection","no",1,8,12.5,"no","yes"
"822","Utility4","PanRSV",34,2024-10-30,"No Detection","no",1,8,12.5,"no","yes"
"823","Utility4","PanRSV",35,2024-10-21,"No Detection","yes",1,8,12.5,"no","yes"
"824","Utility4","PanRSV",35,2024-10-23,"No Detection","yes",1,8,12.5,"no","yes"
"825","Utility4","PanRSV",36,2024-10-14,"Detection","yes",1,8,12.5,"no","yes"
"826","Utility4","PanRSV",36,2024-10-16,"No Detection","yes",1,8,12.5,"no","yes"
"827","Utility4","PanRSV",37,2024-10-08,"No Detection","no",0,7,0,"no","no"
"828","Utility4","PanRSV",37,2024-10-09,"No Detection","no",0,7,0,"no","no"
"829","Utility4","PanRSV",38,2024-09-30,"No Detection","no",1,7,14.2857142857143,"no","yes"
"830","Utility4","PanRSV",38,2024-10-02,"No Detection","no",1,7,14.2857142857143,"no","yes"
"831","Utility4","PanRSV",39,2024-09-23,"No Detection","no",1,5,20,"no","yes"
"832","Utility4","PanRSV",39,2024-09-25,"No Detection","no",1,5,20,"no","yes"
"833","Utility4","PanRSV",40,2024-09-16,"No Detection","yes",1,5,20,"no","yes"
"834","Utility4","PanRSV",41,2024-09-09,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"835","Utility4","PanRSV",41,2024-09-11,"Detection","yes",1,6,16.6666666666667,"no","yes"
"836","Utility4","PanRSV",43,2024-08-26,"No Detection","no",0,8,0,"no","no"
"837","Utility4","PanRSV",43,2024-08-28,"No Detection","no",0,8,0,"no","no"
"838","Utility4","PanRSV",44,2024-08-19,"No Detection","no",0,8,0,"no","no"
"839","Utility4","PanRSV",44,2024-08-21,"No Detection","no",0,8,0,"no","no"
"840","Utility4","PanRSV",45,2024-08-12,"No Detection","no",0,8,0,"no","no"
"841","Utility4","PanRSV",45,2024-08-14,"No Detection","no",0,8,0,"no","no"
"842","Utility4","PanRSV",46,2024-08-05,"No Detection","no",0,8,0,"no","no"
"843","Utility4","PanRSV",46,2024-08-07,"No Detection","no",0,8,0,"no","no"
"844","Utility4","PanRSV",47,2024-07-29,"No Detection","no",0,8,0,"no","no"
"845","Utility4","PanRSV",47,2024-07-31,"No Detection","no",0,8,0,"no","no"
"846","Utility4","PanRSV",48,2024-07-22,"No Detection","no",0,7,0,"no","no"
"847","Utility4","PanRSV",48,2024-07-24,"No Detection","no",0,7,0,"no","no"
"848","Utility4","PanRSV",49,2024-07-15,"No Detection","no",1,6,16.6666666666667,"no","yes"
"849","Utility4","PanRSV",49,2024-07-17,"No Detection","no",1,6,16.6666666666667,"no","yes"
"850","Utility4","PanRSV",50,2024-07-08,"No Detection","no",1,4,25,"no","yes"
"851","Utility4","PanRSV",50,2024-07-10,"No Detection","no",1,4,25,"no","yes"
"852","Utility4","PanRSV",51,2024-07-01,"No Detection","yes",1,2,50,"no","yes"
"853","Utility4","PanRSV",52,2024-06-26,"Detection","yes",1,1,100,"yes","no"
"854","Utility4","sars-cov-2",30,2024-11-25,"No Detection","yes",5,7,71.4285714285714,"no","yes"
"855","Utility4","sars-cov-2",31,2024-11-18,"Detection","yes",7,8,87.5,"yes","no"
"856","Utility4","sars-cov-2",31,2024-11-20,"No Detection","yes",7,8,87.5,"yes","no"
"857","Utility4","sars-cov-2",32,2024-11-12,"Detection","yes",7,8,87.5,"yes","no"
"858","Utility4","sars-cov-2",32,2024-11-13,"Detection","yes",7,8,87.5,"yes","no"
"859","Utility4","sars-cov-2",33,2024-11-04,"Detection","yes",7,8,87.5,"yes","no"
"860","Utility4","sars-cov-2",33,2024-11-06,"Detection","yes",7,8,87.5,"yes","no"
"861","Utility4","sars-cov-2",34,2024-10-28,"Detection","yes",7,8,87.5,"yes","no"
"862","Utility4","sars-cov-2",34,2024-10-30,"Detection","yes",7,8,87.5,"yes","no"
"863","Utility4","sars-cov-2",35,2024-10-21,"Detection","yes",7,8,87.5,"yes","no"
"864","Utility4","sars-cov-2",35,2024-10-23,"No Detection","yes",7,8,87.5,"yes","no"
"865","Utility4","sars-cov-2",36,2024-10-14,"Detection","yes",8,8,100,"yes","no"
"866","Utility4","sars-cov-2",36,2024-10-16,"Detection","yes",8,8,100,"yes","no"
"867","Utility4","sars-cov-2",37,2024-10-08,"Detection","yes",7,7,100,"yes","no"
"868","Utility4","sars-cov-2",37,2024-10-09,"Detection","yes",7,7,100,"yes","no"
"869","Utility4","sars-cov-2",38,2024-09-30,"Detection","yes",7,7,100,"yes","no"
"870","Utility4","sars-cov-2",38,2024-10-02,"Detection","yes",7,7,100,"yes","no"
"871","Utility4","sars-cov-2",39,2024-09-23,"Detection","yes",5,5,100,"yes","no"
"872","Utility4","sars-cov-2",39,2024-09-25,"Detection","yes",5,5,100,"yes","no"
"873","Utility4","sars-cov-2",40,2024-09-16,"Detection","yes",5,5,100,"yes","no"
"874","Utility4","sars-cov-2",41,2024-09-09,"Detection","yes",6,6,100,"yes","no"
"875","Utility4","sars-cov-2",41,2024-09-11,"Detection","yes",6,6,100,"yes","no"
"876","Utility4","sars-cov-2",43,2024-08-26,"Detection","yes",8,8,100,"yes","no"
"877","Utility4","sars-cov-2",43,2024-08-28,"Detection","yes",8,8,100,"yes","no"
"878","Utility4","sars-cov-2",44,2024-08-19,"Detection","yes",8,8,100,"yes","no"
"879","Utility4","sars-cov-2",44,2024-08-21,"Detection","yes",8,8,100,"yes","no"
"880","Utility4","sars-cov-2",45,2024-08-12,"Detection","yes",8,8,100,"yes","no"
"881","Utility4","sars-cov-2",45,2024-08-14,"Detection","yes",8,8,100,"yes","no"
"882","Utility4","sars-cov-2",46,2024-08-05,"Detection","yes",8,8,100,"yes","no"
"883","Utility4","sars-cov-2",46,2024-08-07,"Detection","yes",8,8,100,"yes","no"
"884","Utility4","sars-cov-2",47,2024-07-29,"Detection","yes",7,8,87.5,"yes","no"
"885","Utility4","sars-cov-2",47,2024-07-31,"Detection","yes",7,8,87.5,"yes","no"
"886","Utility4","sars-cov-2",48,2024-07-22,"Detection","yes",6,7,85.7142857142857,"yes","no"
"887","Utility4","sars-cov-2",48,2024-07-24,"Detection","yes",6,7,85.7142857142857,"yes","no"
"888","Utility4","sars-cov-2",49,2024-07-15,"Detection","yes",5,6,83.3333333333333,"yes","no"
"889","Utility4","sars-cov-2",49,2024-07-17,"Detection","yes",5,6,83.3333333333333,"yes","no"
"890","Utility4","sars-cov-2",50,2024-07-08,"No Detection","yes",3,4,75,"no","yes"
"891","Utility4","sars-cov-2",50,2024-07-10,"Detection","yes",3,4,75,"no","yes"
"892","Utility4","sars-cov-2",51,2024-07-01,"Detection","yes",2,2,100,"yes","no"
"893","Utility4","sars-cov-2",52,2024-06-26,"Detection","yes",1,1,100,"yes","no"
"894","Utility5","FLUAV",30,2024-11-25,"No Detection","no",0,6,0,"no","no"
"895","Utility5","FLUAV",31,2024-11-18,"No Detection","no",0,7,0,"no","no"
"896","Utility5","FLUAV",31,2024-11-21,"No Detection","no",0,7,0,"no","no"
"897","Utility5","FLUAV",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"898","Utility5","FLUAV",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"899","Utility5","FLUAV",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"900","Utility5","FLUAV",34,2024-10-28,"No Detection","no",0,8,0,"no","no"
"901","Utility5","FLUAV",34,2024-10-31,"No Detection","no",0,8,0,"no","no"
"902","Utility5","FLUAV",35,2024-10-21,"No Detection","no",0,8,0,"no","no"
"903","Utility5","FLUAV",35,2024-10-24,"No Detection","no",0,8,0,"no","no"
"904","Utility5","FLUAV",36,2024-10-14,"No Detection","no",0,8,0,"no","no"
"905","Utility5","FLUAV",36,2024-10-17,"No Detection","no",0,8,0,"no","no"
"906","Utility5","FLUAV",37,2024-10-08,"No Detection","no",0,7,0,"no","no"
"907","Utility5","FLUAV",37,2024-10-10,"No Detection","no",0,7,0,"no","no"
"908","Utility5","FLUAV",38,2024-09-30,"No Detection","no",0,6,0,"no","no"
"909","Utility5","FLUAV",38,2024-10-03,"No Detection","no",0,6,0,"no","no"
"910","Utility5","FLUAV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"911","Utility5","FLUAV",39,2024-09-26,"No Detection","no",0,5,0,"no","no"
"912","Utility5","FLUAV",40,2024-09-16,"No Detection","no",0,5,0,"no","no"
"913","Utility5","FLUAV",41,2024-09-09,"No Detection","no",0,6,0,"no","no"
"914","Utility5","FLUAV",42,2024-09-03,"No Detection","no",0,7,0,"no","no"
"915","Utility5","FLUAV",43,2024-08-26,"No Detection","no",1,8,12.5,"no","yes"
"916","Utility5","FLUAV",43,2024-08-29,"No Detection","no",1,8,12.5,"no","yes"
"917","Utility5","FLUAV",44,2024-08-19,"No Detection","no",3,8,37.5,"no","yes"
"918","Utility5","FLUAV",44,2024-08-22,"No Detection","no",3,8,37.5,"no","yes"
"919","Utility5","FLUAV",45,2024-08-12,"No Detection","yes",3,8,37.5,"no","yes"
"920","Utility5","FLUAV",45,2024-08-15,"No Detection","yes",3,8,37.5,"no","yes"
"921","Utility5","FLUAV",46,2024-08-05,"Detection","yes",3,8,37.5,"no","yes"
"922","Utility5","FLUAV",46,2024-08-08,"No Detection","yes",3,8,37.5,"no","yes"
"923","Utility5","FLUAV",47,2024-07-29,"Detection","yes",2,8,25,"no","yes"
"924","Utility5","FLUAV",47,2024-08-01,"Detection","yes",2,8,25,"no","yes"
"925","Utility5","FLUAV",48,2024-07-22,"No Detection","no",0,7,0,"no","no"
"926","Utility5","FLUAV",48,2024-07-25,"No Detection","no",0,7,0,"no","no"
"927","Utility5","FLUAV",49,2024-07-15,"No Detection","no",0,6,0,"no","no"
"928","Utility5","FLUAV",49,2024-07-18,"No Detection","no",0,6,0,"no","no"
"929","Utility5","FLUAV",50,2024-07-08,"No Detection","no",0,4,0,"no","no"
"930","Utility5","FLUAV",50,2024-07-11,"No Detection","no",0,4,0,"no","no"
"931","Utility5","FLUAV",51,2024-07-01,"No Detection","no",0,2,0,"no","no"
"932","Utility5","FLUAV",52,2024-06-27,"No Detection","no",0,1,0,"no","no"
"933","Utility5","FLUBV",30,2024-11-25,"No Detection","no",0,6,0,"no","no"
"934","Utility5","FLUBV",31,2024-11-18,"No Detection","no",0,7,0,"no","no"
"935","Utility5","FLUBV",31,2024-11-21,"No Detection","no",0,7,0,"no","no"
"936","Utility5","FLUBV",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"937","Utility5","FLUBV",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"938","Utility5","FLUBV",33,2024-11-04,"No Detection","no",0,7,0,"no","no"
"939","Utility5","FLUBV",34,2024-10-28,"No Detection","no",0,8,0,"no","no"
